Employee,OrganizationalUnit,OrganizationalUnitDecsription,Position,PositionDescription,DailyDate,Day,StartDate,EndDate,StartTime,EndTime,TimeDifference,AttendanceOrAbsenceTypeText,ChangedOnDate,EmployeeWorkCenter,DailyWorkSchedule,DailyWorkingHours,ChangedBy,DefaultCounterColumn,MaterializedViewLatestUpdateDate
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,31/01/2022 00:00,Monday,31/01/2022 00:00,31/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,01/02/2022 00:00,Tuesday,01/02/2022 00:00,01/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,02/02/2022 00:00,Wednesday,02/02/2022 00:00,02/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,03/02/2022 00:00,Thursday,03/02/2022 00:00,03/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,04/02/2022 00:00,Friday,04/02/2022 00:00,04/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,28/02/2022 00:00,Monday,28/02/2022 00:00,28/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,01/03/2022 00:00,Tuesday,01/03/2022 00:00,01/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,09/03/2022 00:00,Wednesday,09/03/2022 00:00,09/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,10/03/2022 00:00,Thursday,10/03/2022 00:00,10/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,11/03/2022 00:00,Friday,11/03/2022 00:00,11/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,14/03/2022 00:00,Monday,14/03/2022 00:00,14/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,15/03/2022 00:00,Tuesday,15/03/2022 00:00,15/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,16/03/2022 00:00,Wednesday,16/03/2022 00:00,16/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,17/03/2022 00:00,Thursday,17/03/2022 00:00,17/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,18/03/2022 00:00,Friday,18/03/2022 00:00,18/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,21/03/2022 00:00,Monday,21/03/2022 00:00,21/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,22/03/2022 00:00,Tuesday,22/03/2022 00:00,22/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,23/03/2022 00:00,Wednesday,23/03/2022 00:00,23/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,24/03/2022 00:00,Thursday,24/03/2022 00:00,24/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,25/03/2022 00:00,Friday,25/03/2022 00:00,25/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,02/05/2022 00:00,Monday,02/05/2022 00:00,02/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,03/05/2022 00:00,Tuesday,03/05/2022 00:00,03/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,04/05/2022 00:00,Wednesday,04/05/2022 00:00,04/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,05/05/2022 00:00,Thursday,05/05/2022 00:00,05/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,06/05/2022 00:00,Friday,06/05/2022 00:00,06/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,09/05/2022 00:00,Monday,09/05/2022 00:00,09/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,10/05/2022 00:00,Tuesday,10/05/2022 00:00,10/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,11/05/2022 00:00,Wednesday,11/05/2022 00:00,11/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,12/05/2022 00:00,Thursday,12/05/2022 00:00,12/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
4292362,50047294,CO NO CET R&M 3,2404001,Distribution Operative,13/05/2022 00:00,Friday,13/05/2022 00:00,13/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,03/01/2022 00:00,Monday,03/01/2022 00:00,03/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,20/12/2021 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,04/01/2022 00:00,Tuesday,04/01/2022 00:00,04/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/11/2021 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,05/01/2022 00:00,Wednesday,05/01/2022 00:00,05/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/11/2021 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,06/01/2022 00:00,Thursday,06/01/2022 00:00,06/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/11/2021 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,11/01/2022 00:00,Tuesday,11/01/2022 00:00,11/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/11/2021 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,14/01/2022 00:00,Friday,14/01/2022 00:00,14/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,19/11/2021 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,31/01/2022 00:00,Monday,31/01/2022 00:00,31/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,01/02/2022 00:00,Tuesday,01/02/2022 00:00,01/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,02/02/2022 00:00,Wednesday,02/02/2022 00:00,02/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,07/02/2022 00:00,Monday,07/02/2022 00:00,07/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,16/02/2022 00:00,Wednesday,16/02/2022 00:00,16/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,18/02/2022 00:00,Friday,18/02/2022 00:00,18/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,21/02/2022 00:00,Monday,21/02/2022 00:00,21/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,23/02/2022 00:00,Wednesday,23/02/2022 00:00,23/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,24/02/2022 00:00,Thursday,24/02/2022 00:00,24/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,25/02/2022 00:00,Friday,25/02/2022 00:00,25/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,28/02/2022 00:00,Monday,28/02/2022 00:00,28/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,02/03/2022 00:00,Wednesday,02/03/2022 00:00,02/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,03/03/2022 00:00,Thursday,03/03/2022 00:00,03/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,21/03/2022 00:00,Monday,21/03/2022 00:00,21/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,22/03/2022 00:00,Tuesday,22/03/2022 00:00,22/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,23/03/2022 00:00,Wednesday,23/03/2022 00:00,23/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,03/02/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,28/03/2022 00:00,Monday,28/03/2022 00:00,28/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,01/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,29/03/2022 00:00,Tuesday,29/03/2022 00:00,29/03/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,01/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,09/05/2022 00:00,Monday,09/05/2022 00:00,09/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,10/05/2022 00:00,Tuesday,10/05/2022 00:00,10/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,11/05/2022 00:00,Wednesday,11/05/2022 00:00,11/05/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,17/03/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2232272,50073432,CO NO CET R&M 6,2402024,Distribution Operative,22/07/2022 00:00,Friday,22/07/2022 00:00,22/07/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,23/06/2022 00:00,1302WD1 SERV SOUTH ONE (EDGBASTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,03/01/2022 00:00,Monday,03/01/2022 00:00,03/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,04/01/2022 00:00,Tuesday,04/01/2022 00:00,04/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,05/01/2022 00:00,Wednesday,05/01/2022 00:00,05/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,06/01/2022 00:00,Thursday,06/01/2022 00:00,06/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,07/01/2022 00:00,Friday,07/01/2022 00:00,07/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,10/01/2022 00:00,Monday,10/01/2022 00:00,10/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,11/01/2022 00:00,Tuesday,11/01/2022 00:00,11/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,12/01/2022 00:00,Wednesday,12/01/2022 00:00,12/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,13/01/2022 00:00,Thursday,13/01/2022 00:00,13/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,14/01/2022 00:00,Friday,14/01/2022 00:00,14/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,29/11/2021 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,31/01/2022 00:00,Monday,31/01/2022 00:00,31/01/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,01/02/2022 00:00,Tuesday,01/02/2022 00:00,01/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,02/02/2022 00:00,Wednesday,02/02/2022 00:00,02/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,05/01/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
2231812,50047329,CO NO W&G R&M 1,2402009,Distribution Operative,07/02/2022 00:00,Monday,07/02/2022 00:00,07/02/2022 00:00,07:00:00,07:15:00,0.25,Vehicle Checks,06/01/2022 00:00,1303WD1 SERV SOUTH TWO (STAVERTON),DDAY,9,ENICHO2,1,28/10/2022 05:19
